	Primary English Name	Secondary English Names	Primary Hebrew Name	Secondary Hebrew Names	Birth Year 	Birth Place	Death Year	Death Place	Halachic Era	English Biography	Hebrew Biography	English Wikipedia Link	Hebrew Wikipedia Link	Jewish Encyclopedia Link	Brill Online Reference Words (Encyclopedia of Jewish in the Islamic, Encyclopedia of the Hebrew Language, Encyclopedia of Judaism)
242	Tzvi Hirsh Eisenstadt	Pitchei Teshuva	אברהם צבי הירש בן יעקב אייזנשטאט	פתחי תשובה	1815.0	Białystok	1868.0	Kaliningrad / Königsberg	Achronim	"Rabbi of Utena, Lithuania, and author of ""Pitchei Teshuva"" on Shulchan Arukh, which is a collection of references to responsa works. He also wrote a comprehensive commentary to R' Michel of Crakow's ""Seder Gittin V'Chalitza""."	"רבה של אוטיאן בליטא, ומחבר של הספר ""פתחי תשובה"" על שולחן ערוך, המופיע על הדף כמעט בכל הדפוסים. המחבר לקט מכמאה ושמונים ספרי שו""ת, וגם הוסיף פסקים משלו. הוא גם חיבר ביאור רחב על  ""סדר גיטין וחליצה"" מהרב מיכל מקראקא."	https://en.wikipedia.org/wiki/Abraham_Hirsch_ben_Jacob_Eisenstadt_of_Byelostok	https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%A8%D7%94%D7%9D_%D7%A6%D7%91%D7%99_%D7%94%D7%99%D7%A8%D7%A9_%D7%90%D7%99%D7%99%D7%96%D7%A0%D7%A9%D7%98%D7%98	http://jewishencyclopedia.com/articles/5490-eisenstadt#298	
243	Chaim Tyrer of Tchernovitz	Be'er Mayim Chayim	חיים בן שלמה טירר מטשטרנוביץ	באר מים חיים	1740.0	Buchach	1817.0	Safed	Achronim	"Early Chassidic leader and author, disciple of Yechiel of Zlotshov. Chaim served as Rabbi of Tchernovitz, Ukraine, for 23 years, in addition to other communities for shorter periods.  He emigrated to Israel in 1813, and settled in Safed, where he is buried. He authored ""Be'er Mayim Chaim"", his magnum opus, which contains Chassidic insights on the Torah; ""Shaar HaTefilah"" on prayer; ""Siduro Shel Shabbat"" on the holiness of the Sabbath day, as well as some Halakhic essays; and ""Eretz HaChaim"" on Nach and Aggadah."	"מגדולי החסידות, תלמיד של ר' יחיאל מזלאטשוב. שימש כרב בטשרנביץ באוקראינה במשך 23 שנים, בנוסף לערים אחרים. עלה לארץ ישראל בשנת 1813 והתיישב בצפת, שמה הוא נקבר. ר' חיים חיבר כמה ספרי חסידות יסודיים: ""באר מים חיים"" על התורה; ""שער התפילה"" על חשיבות התפילה; ""סידורו של שבת"" על קדושת השבת, בנוסף לתשובות בעניני הלכה; ו""ארץ החיים"" שחלקו הראשון עוסק בנ""ך וחלקו השני עוסק בהלכה ואגדה במסכת ברכות."	https://en.wikipedia.org/wiki/Hayyim_Tyrer	https://he.wikipedia.org/wiki/%D7%97%D7%99%D7%99%D7%9D_%D7%98%D7%99%D7%A8%D7%A8	http://www.jewishencyclopedia.com/articles/7396-hayyim-ben-solomon-of-moghilef	
245	Moses Rivkes	Be'er HaGolah	משה בן נפתלי הירש רבקש	באר הגולה	1595.0	Prague	1671.0	Vilna	Achronim	"Rabbi Moshe Rivkes was born in Prague and settled, early in life, in Vilna, Lithuania. His father, R' Naphtali Hirsch Sofer of Vilna, was a scribe and a great Torah scholar. His mother, Rivkah, took upon herself the financial support of the family so her husband could devote himself to his studies, as a result of which the surname ""Rivkes"" was appended to her son's name, in deference to her.  In 1655, when Cossack hordes descended upon Vilna and committed widespread massacres, Rabbi Moshe was forced to flee the city along with R' Shabtai Hacohen (the author of the Shach), R' Ephraim HaCohen (the author of Sha’ar Ephraim), and R' Aaron Shmuel Kaidanover (the author of Birkat HaZevach). They eventually found refuge in Amsterdam, where R' Moshe published his great work on the Shulchan Aruch, entitled ""Be’er HaGolah"". It indicates the various sources for the Halachic decisions of the Mechaber and Rama, along with brief comments by the author. Although he was accorded great respect in Amsterdam, Rabbi Moshe yearned to return to Vilna, his hometown, and he succeeded in doing so before his death. The Vilna Gaon was a descendant of R' Moshe and often cites him in his ""Biur HaGra"" on Shulchan Aruch."	"הרב משה רבקש נולד בפראג לאביו, ר ' נפתלי הירש, שהיה סופר ותלמיד חכם גדול. אמו, רבקה, לקחה על עצמה את תמיכה הכספית של המשפחה כדי שבעלה יוכל להקדיש את עצמו ללימודיו, וכתוצאה מכך צורף שם המשפחה ""רבקש"" לשמה של בנה. המשפחה עברה מפראג לווילנא כשר' משה עדיין היה ילד. אולם ב-1655, מעט אחרי שהתחילו ""גזירות ת""ח ות""ט"", הגיעו הקוזקים לוילנה וביצעו בה מעשי טבח, ונאלץ רבי משה להימלט מן העיר יחד עם ר' שבתי הכהן (בעל ה""שך""), ר' אפרים הכהן (בעל שער אפרים), ור 'אהרן שמואל קאידנובר (בעל ""ברכת הזבח""). בסופו של דבר מצאו מקלט באמסטרדם, שם חיבר ר' משה את חיבורו הגדול, ""באר הגולה"", בו הוא מציין את מקורות הדינים והפסקים של השולחן ערוך, יחד עם הערות קצרות משלו. חיבורים נוספים שחיבר (שלא הודפסו), הם ספר ""כללי ההוראה"" הכולל את כללי פסיקת ההלכה, ו""כלי הגולה"" הכולל אסופת פירושים לשולחן ערוך והכרעות הלכתיות. אף על פי שבאמסטרדם זכה לכבוד רב, השתוקק רבי משה לחזור לווילנה, והוא הצליח לחזור שמה לפני מותו. הגאון מווילנא היה צאצא של ר' משה, ומרבה לצטט אותו ב""ביאור"" שלו על השולחן ערוך."		https://he.wikipedia.org/wiki/%D7%9E%D7%A9%D7%94_%D7%A8%D7%91%D7%A7%D7%A9		
246	Benjamin David Rabinowitz		בנימין דוד רבינוביץ		1815.0		1885.0		Achronim	"19th century rabbi and preacher in Warsaw. Author of ""Ephod Bad"", a commentary on the Passover Haggada; ""Avnet Bad"" on ethics; and ""Dovev Siftei Yesheinim"" — a eulogy he delivered upon the passing of R' Dov Berish Meisels, chief rabbi of Warsaw. "	"רב ומגיד מישרים בעיר ווארשא, בנו של ר' יצחק אב""ד טשענסטיחוב. מחבר של הספרים ""אפוד בד"" על הגדה של פסח, ו""אבנט בד"" על עניני מוסר. גם נדפס ממנו קונטרס ""דובב שפתי ישנים"", והוא הספד שנשא על פטירת הרב דוב בעריש מייזליש אב""ד ווארשא."				
248	Samuel de Uçeda	Midrash Shmuel	שמואל די אוזידא	מדרש שמואל	1545.0	Safed	1604.0		Achronim	"16th century Rosh Yeshiva and Kabbalist in Safed, disciple of the Arizal and R' Hayyim Vital. He established a large Yeshiva in Safed which promoted the study of Halacha and Kabbalah. His most famous work is ""Midrash Shmuel"" on Pirkei Avot, which contains an anthology of other commentaries along with his own insights. He also wrote commentaries on the Megillot: ""Iggeret Shmuel"" on Ruth, and ""Lechem Dimah"" on Eichah. His commentary on Esther has been recently published. "	"ראש ישיבה ומקובל בצפת במאה ה-16. מתלמידיו הראשונים של האריז""ל, ואחר כך למד אצל ר' חיים ויטאל. ייסד ישיבה גדולה בצפת שעסקו בה בנגלה ובנסתר. נודע בחיבורו על פרקי אבות בשם ""מדרש שמואל"", שהוא ליקוט של פירושים אחרים על המסכת, בתוספת פירושים משלו מדרשות שנשא לקהל שומעיו. גם כתב פירוש על המגילות - ""לחם דמעה"" על איכה, ו""אגרת שמואל"" על רות. פירושו למגילת אסתר נדפס לאחרונה."	https://en.wikipedia.org/wiki/Samuel_ben_Isaac_de_U%C3%A7eda	https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%90%D7%95%D7%96%D7%99%D7%93%D7%90	http://www.jewishencyclopedia.com/articles/14559-uceda-samuel-ben-israel-de	
249	Moshe Chaim Ephraim of Sudilkov	Degel Machaneh Ephraim	משה חיים אפרים מסדילקוב	דגל מחנה אפרים	1742.0	Medzhybizh	1800.0	Medzhybizh	Achronim	"Author of the Chassidic classic ""Degel Machaneh Ephraim."" He was a son of the Baal Shem Tov's daughter Udel, and brother of R' Baruch of Medzhybizh. (His sister Faiga was the mother of R' Nachman of Breslov.) After his grandfather's death, he studied under the Maggid of Mezeritch and R' Jacob Joseph of Polonne. In 1780, he settled in Sudilkov (near Shepetivka)  where he served as Maggid until 1785. He then returned to Medzhybizh and served as Rebbe there until his death in 1800. He is buried next to his grandfather, the Baal Shem Tov, in Medzhybizh."	"נכד של הבעל שם טוב (בנה של בתו אדל), ומחבר של הספר ""דגל מחנה אפרים"". שנת לידתו אינה ידועה בבירור, אבל ממה שהוא מרבה לצטט בספרו אמירות ישירות שקיבל מסבו נראה שהוא היה כבן 18 בשעת פטירתו. אחר כך למד אצל תלמידי סבו, רבי דב בער ממעזריטש ורבי יעקב יוסף מפולנאה. בשנת 1780 התיישב בעיירה סדילקוב (הסמוכה לעיר שפטיבקה ולא רחוקה ממז'יבוז' עיירת הולדתו), וכיהן שם כרב ומגיד מישרים . בשנת 1785 לערך, הוא שב לעיירת הולדתו מז'יבוז', בה כיהן אחיו רבי ברוך ממז'יבוז' כאדמו""ר. אף הוא כיהן בעיר כאדמו""ר, אך ידוע שקשר הידידות בין האחים היה הדוק מאוד אף על פי ששניהם כיהנו בכתר האדמו""רות בעיר אחת. בשנת 1800 הוא נפטר, ונקבר באוהל סבו במז'יבוז'."	https://en.wikipedia.org/wiki/Moshe_Chaim_Ephraim_of_Sudilkov	https://he.wikipedia.org/wiki/%D7%9E%D7%A9%D7%94_%D7%97%D7%99%D7%99%D7%9D_%D7%90%D7%A4%D7%A8%D7%99%D7%9D_%D7%9E%D7%A1%D7%93%D7%99%D7%9C%D7%A7%D7%95%D7%91		
250	Mas'ud Hai Rakkach	Maaseh Rokeach	מסעוד חי רקח	מעשה רוקח	1690.0	Izmir / Smyrna	1768.0	Tripoli, Libya	Achronim	18th century Sephardi Chacham and spiritual leader of the Jewish community in Tripoli, Libya. He is the author of Ma'aseh Rokeach, a commentary on Rambam's Mishneh Torah. He studied under the great Turkish rabbis of Izmir,  R' Chaim Abulafia and R' Yitzchak HaKohen Rappaport, after which he emigrated to Jerusalem together with the latter. He was subsequently sent as an emissary to North Africa in order to raise funds for the Jerusalem community. The Libyan Jewish community at that time was at a spiritual low point and they requested that he remain there and become their leader. He accepted and was appointed chief rabbi of Tripoli, a position he held for 20 years until his death in 1768. In addition to his work on Rambam, he wrote novellae on the Talmud and Five Megilot, as well as drashot (sermons), but these have never been published.	"אב בית דין של העיר טריפולי במאה ה-18, ומחבר של הפירוש ""מעשה רוקח"" על משנה תורה להרמב""ם.  נולד בשנת 1690 באיזמיר, ולמד תורה אצל גדולי רבני איזמיר רבי חיים אבולעפיה בעל ""מקראי קדש"", ורבי יצחק הכהן רפפורט בעל ""בתי כהונה"". אחר כך עלה לארץ ישראל, משם נשלח כשד""ר לצפון אפריקה לגיוס כספים בשביל הקהילה היהודית בירושלים. בגמר שליחותו התיישב בטריפולי שבלוב והתקבל שם לרב, הקים שם ישיבה, והשפיע השפעה רוחנית עצומה על כל יהודי לוב. הוא נפטר בטריפולי ב-1768 ונקבר שם. חיבר גם חידושים על הש""ס ועל חמש מגילות וגם דרושים, אך הם נותרו בכתב יד וחלקם נאבדו."	https://en.wikipedia.org/wiki/Mas%27ud_Hai_Rakkah	https://he.wikipedia.org/wiki/%D7%9E%D7%A1%D7%A2%D7%95%D7%93_%D7%97%D7%99_%D7%A8%D7%A7%D7%97		
253	Yitzchak Aizik Safrin of Komarna		יצחק אייזיק ספרין	"אדמו""ר מקומרנא"	1806.0	Sambir, Ukraine	1874.0	Komarno, Ukraine	Achronim	"Son of Rabbi Alexander Sender, who was the founder of the Komarna dynasty. Orphaned at a young age, Yitzchak Aizik was raised by his uncle, Rabbi Tzvi Hersh of  Zhidichoiv. He authored many important Chassidic and Kabbalistic works, frequently quoting the Baal Shem Tov, of whom he considered himself a disciple although he was born after the latter's death. Among his better-known works are ""Heichal HaBeracha"" on Torah, ""Zohar Chai"" on the Zohar, and ""Shulchan HaTahor"" on Shulchan Aruch. A diary in which he recorded supernatural visions he experienced, the existence of which was originally known only to select individuals, has recently been published from manuscripts under the title ""Megilat Setarim."""	"בנו של ר' אלכסנדר סנדר ספרין, מייסד שושלת קומרנא. התייתם מאביו בגיל צעיר, וגדל אצל דודו רבי צבי הירש מזידיטשוב. הוא חיבר ספרים רבים, בעיקר בעניני קבלה וחסידות, וכונה במליצה 'שר בית הזוהר'. הוא מצטט הרבה מתורת הבעל שם טוב, אותו הוא החשיב כמורו ורבו על אף שנולד אחר פטירתו. מבין ספריו היותר נודעים: ""היכל הברכה"" - פירוש על חמשה חומשי תורה לפי תורת הקבלה והסוד, ""זוהר חי"" - פירוש על ספר הזוהר, ו""שלחן הטהור"" על סדר ההלכות שבשולחן ערוך. הוא גם כתב יומן אישי בו הוא רשם חזיונות מיוחדות שנגלו לו בחלום וסיפורים על הבעש""ט. עד המאה ה-20 היה קיומו של היומן נשמר בסוד, ובשנות החמישים יצא לאור מתוך כתבי יד תחת השם ""מגילת סתרים."" "	https://en.wikipedia.org/wiki/Komarno_(Hasidic_dynasty)	https://he.wikipedia.org/wiki/%D7%99%D7%A6%D7%97%D7%A7_%D7%90%D7%99%D7%99%D7%96%D7%99%D7%A7_%D7%A1%D7%A4%D7%A8%D7%99%D7%9F		
255	Menachem Mendel Auerbach	Ateret Zekenim	מנחם מנדל אוירבך	עטרת זקנים	1620.0	Vienna	1689.0	Krotoschin, Poland	Achronim	"17th-century Austrian rabbi and commentator. He studied in the yeshiva of R' Yoel Sirkes (Bach) in Krakow, eventually serving in that community as Dayan. His main work is ""Ateret Zekenim"", a commentary on Shulchan Aruch of which only the part on Orach Chaim has been published, appearing in most standard editions of Shulchan Aruch."	"רב ומחבר בווינה במאה ה-17. למד בישיבתו של ר' יואל סירקס (ב""ח) בקרקוב, ובסופו של דבר שירת בקהילה זו כדיין. ספרו העקרי הוא ""עטרת זקנים"" על השולחן ערוך, שרק החלק על אורח חיים יצא לאור ומופיע על הדף ברוב המהדורות הנדפסות של השולחן ערוך."	https://en.wikipedia.org/wiki/Menahem_Mendel_Auerbach	https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%97%D7%9D_%D7%9E%D7%A0%D7%93%D7%9C_%D7%90%D7%95%D7%99%D7%A8%D7%91%D7%9A	http://www.jewishencyclopedia.com/articles/2124-auerbach-menahem-mendel-ben-meshullam-solomon	
256	Meir ben Ezekiel ibn Gabbai	Avodat HaKodesh	מאיר בן יחזקאל אבן גבאי	עבודת הקדש	1480.0		1540.0		Achronim	"16th century Kabbalist, born in Spain but forced to flee as a young boy during the Spanish Expulsion, eventually settling in Egypt. He wrote three important works on Kabbalah: ""Tolaat Yaakov"" - Kabbalistic explanations of the prayers and blessings (authored at age twenty-six); his most popular work, ""Avodat HaKodesh"" - an introduction to the study of Kabbalah; and ""Derech Emunah"" on the Ten Sefirot."	"מחשובי המקובלים במאה ה-16. נולד בספרד, אך נאלץ כילד צעיר לברוח  עם משפחתו בזמן גירוש ספרד, ובסופו של דבר התיישב במצרים. הוא כתב שלושה ספרים על תורת הקבלה: ""תולעת יעקב"" - הסברים קבליים על התפילות והברכות (נכתב בגיל עשרים ושש); ספרו הפופולרית ביותר, ""עבודת הקודש"" - מבוא לתורת הקבלה; ו""דרך אמונה"" על עשר הספירות."	https://en.wikipedia.org/wiki/Meir_ben_Ezekiel_ibn_Gabbai	https://he.wikipedia.org/wiki/%D7%9E%D7%90%D7%99%D7%A8_%D7%90%D7%91%D7%9F_%D7%92%D7%91%D7%90%D7%99	http://www.jewishencyclopedia.com/articles/6445-gabbai	
257	Joseph Kimchi		יוסף קמחי		1105.0	Narbonne	1170.0	Provence	Rishonim	"12th century Bible commentator and grammarian. He was born in Spain, but religious persecution by the Mujahideen forced him to flee with his family to Provence, where he settled in Narbonne. He wrote a commentary on the Torah and several books on Hebrew grammar. He also translated important works from Arabic to Hebrew, notably: ""Chovot haLevavot"" by R' Bachya ibn Pakuda, and ""Mivchar HaPeninim"" by R' Shlomo Ibn Gabirol. His sons, R' Moshe and R' David (Radak), were also famous Biblical commentators."	"פרשן מקרא ומדקדק במאה ה-12. נולד בספרד, אך הוצרך לברוח לפרובנס עם משפחתו מחמת רדיפות הדת של המואחידינים, ונתיישב בנרבונא. חיבר פירוש לתורה וגם כמה ספרים בעניני דקדוק. הוא גם תרגם ספרים של חכמי ספרד מערבית ללשון הקודש, ביניהם ""חובות הלבבות"" של רבינו בחיי אבן פקודה ו""מבחר הפנינים"" לר' שלמה אבן גבירול. בניו הם הפרשנים ר' משה ור' דוד קמחי (רד""ק)."	https://en.wikipedia.org/wiki/Joseph_Kimhi	https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A1%D7%A3_%D7%A7%D7%9E%D7%97%D7%99		
258	Joseph Ibn Yachya		יוסף אבן יחייא		1494.0	Florence, Italy	1539.0		Achronim	"16th century Bible commentator, a member of the famous Ibn Yachia family which produced many great Torah scholars. He composed a commentary on the Five Megilot, and a book on Gan Eden and the afterlife called ""Torah Ohr."" Two other books, ""Derech Ha-Chaim"" and ""Ner Mitzva"" were lost during the burning of the Talmud in Padua in 1414. His son Gedaliah is the author of ""Shalsheles HaKabbalah""."	"חכם ופרשן מקרא במאה ה-16, בן למשפחת אבן יחייא המפורסמת, שיצאו מתוכה הרבה גדולי ישראל. חיבר פירוש לחמש מגילות, וספר על השארת הנפש וגן עדן הנקרא ""תורה אור."" שני ספריו האחרים, ""דרך החיים"" על מאמרי חז""ל ו""נר מצוה"" על המצוות, נשרפו בשעת שריפת התלמוד בפאדואה בשנת שי""ד. בנו, גדליה, הוא המחבר של ""שלשלת הקבלה."""				
260	Israel Salanter	Yisroel Lipkin of Salant	ישראל סלנטר	ישראל ליפקין מסלנט	1809.0	Zagare, Lithuania	1883.0	Kaliningrad / Königsberg	Achronim	Famed Rosh Yeshiva and founder of the Mussar movement in 19th century Lithuania, which promoted ethical and spiritual introspection among Eastern European Jews, and became an integral part of the curriculum of the Lithuanian yeshivot. His family name was Lipkin, but he is known as Israel Salanter after the town of Salant where he grew up and studied. At an early age he came under the influence of R' Zundel of Salant, a known Mussar figure. He headed Yeshivot in Vilna and other Lithuanian cities. After his death, his student R' Isaac Blazer (known as R' Itzele Peterburger) published his teachings and succeeded him as head of the Mussar movement.	ראש ישיבה ואבי תנועת המוסר בליטא במאה ה-19. שם משפחתו היה ליפקין, אבל הוא מוכר בשם 'ישראל סלנטר' אחרי העיירה סלנט, שם גדל ולמד. בגיל צעיר הוא בא תחת השפעתו של ר' זונדל מסלנט, תלמיד וואלוז'ין לשעבר ודמות מוסרית ידוע. לאחר מותו פירסם תלמידו ר' יצחק בלאזר (המכונה ר' איצלה פטרבורגר) את משנתו ומילא מקומו כראש תנועת המוסר.	https://en.wikipedia.org/wiki/Yisroel_Salanter	https://he.wikipedia.org/wiki/%D7%99%D7%A9%D7%A8%D7%90%D7%9C_%D7%9E%D7%A1%D7%9C%D7%A0%D7%98		
261	Eliyahu HaKohen Ha'Itamri	Shevet Mussar	אליהו הכהן האיתמרי	שבט מוסר	1659.0	Izmir / Smyrna	1729.0	Izmir / Smyrna	Achronim	"Rabbi, kabbalist, and preacher in 17-18th century Izmir (Smyrna). He authored more than thirty works, many still unpublished, but is mainly renowned for his ethical work ""Shevet Mussar,"" which has been reprinted in over 45 editions and translated into several languages."	"מגדולי חכמי איזמיר, היה גם מקובל, דיין, ודרשן. חיבר יותר משלשים ספרים, אך מפורסם בעיקר הוא ספרו המוסרי ""שבט מוסר,"" שיצא לאור בהרבה מהדורות ותורגם לשפות יידיש, לדינו וערבית יהודית."	https://en.wikipedia.org/wiki/Elijah_ben_Solomon_Abraham_ha-Kohen	https://he.wikipedia.org/wiki/%D7%90%D7%9C%D7%99%D7%94%D7%95_%D7%94%D7%9B%D7%94%D7%9F_(%D7%A8%D7%91)		
263	Yaakov Chaim Sofer	Kaf HaChayim	יעקב חיים סופר	כף החיים	1870.0	Baghdad, Iraq	1939.0	Jerusalem, Israel	Achronim	"Sephardi rabbi and kabbalist, author of the multi-volume ""Kaf HaChaim"" on Shulchan Arukh. Born in Bagdhad in 1870, he moved to Israel in 1904 and settled in Jerusalem, where he studied in the famed Kabbalistic academy 'Bet- El'."	"מקובל ופוסק הלכה מפורסם, מחבר של סדרת הספרים 'כף החיים' על השלחן ערוך המהווה מאסף של ליקוטי דינים ופסקי הלכה על שלחן ערוך, בעיקר לעדת הספרדים. הוא נולד בבאגדד ב-1870 ועלה לארץ ישראל ב-1904 והתיישב בירושלים, שם הצטרף לישיבת המקובלים 'בית-אל'. שאר חיבוריו: 'קול יעקב' - על הלכות סת""ם, 'חוקי חיים' - דרשות לאירועים שונים, 'חיים עד העולם' - דרשות וביאורים לסיומי מסכת, 'יגל יעקב' - דרשות על סדר פרשת השבוע, 'ישמח ישראל' -דרשות על סדר פרשת השבוע. עוד מחיבוריו שעדיין בכתב ידו: 'באר מים חיים' - שו""ת, 'בית יעקב' - דרשות על סדר פרשיות השבוע, 'חפץ בחיים' - דרשות לאירועים שונים, 'עדות ביעקב' - דרשות לד' שבתות, וביאור לפרקי אבות. וכן החיבור 'חזיונות יעקב' - קרוב ל-800 חלומות וגילויים שנתגלו לו ורשמם."	https://en.wikipedia.org/wiki/Yaakov_Chaim_Sofer	https://he.wikipedia.org/wiki/%D7%99%D7%A2%D7%A7%D7%91_%D7%97%D7%99%D7%99%D7%9D_%D7%A1%D7%95%D7%A4%D7%A8		
265	Eliezer of Metz	Re'em	אליעזר ממיץ	"רא""ם"	1115.0	Metz, France	1175.0		Rishonim	"12th century Tosafist, renowned for his Halakhic and ethical work on the 613 commandments, ""Sefer Yerei'im"". His Tosafot to Talmud are mentioned by later authorities but are no longer extant. He was a prime student of Rabeinu Tam and teacher of Ra'avyah and R' Elazar, author of ""Rokeach."""	"מבעלי התוספות במאה ה-12, תלמידו של רבינו תם ומחבר של הספר ""יראים"" על המצוות. תוספותיו לתלמוד מוזכרים בספרי הראשונים, אך לא הגיעו לידינו. מבין תלמידיו נמנים הראבי""ה ורבי אלעזר בעל הרוקח."	https://en.wikipedia.org/wiki/Eliezer_ben_Samuel	https://he.wikipedia.org/wiki/%D7%90%D7%9C%D7%99%D7%A2%D7%96%D7%A8_%D7%9E%D7%9E%D7%99%D7%A5		
267	Yaakov Levi Moelin	Maharil	יעקב לוי מולין	"מהרי""ל"	1365.0	Mainz, Germany	1427.0	Worms	Rishonim	"Leading 14-15th century Halakhic authority, best known for his codification of the customs of German Jewry. Son and pupil of Moshe Levi Moelin, he succeeded his father as Rabbi of Mainz in 1387. ""Minhagei Maharil"", a compilation of German customs and synagogue rites was written by his student R' Zalman, and is frequently quoted in Rama's glosses to Shulchan Aruch. Another pupil, Eleazer b. Jacob, collected some of Moelin's responsa; these were published in Venice in 1549. Many more of Moelin's responsa which remained in manuscript were recently collected and published under the title ""SHu""T Maharil HeChadashot""."	"הסמכות ההלכתית המובילה במאה ה -14-15, נחשב 'אבי מנהגי אשכנז'. החיבור ""מנהגי מהרי""ל"", שהוא אוסף של מנהגי גרמניה, נכתב על ידי תלמידו ר' זלמן, ומוזכר הרבה בהגהות של רמ""א לשולחן ערוך. תלמיד אחר, אלעזר בן יעקב, אסף כמה מתשובותיו והדפיסם בונציה בשנת 1549. עוד הרבה מתשובותיו שנותרו בכתבי יד נאספו ונערכו לאחרונה ב -1977 תחת הכותרת ""שו""ת מהרי""ל החדשות""."	https://en.wikipedia.org/wiki/Yaakov_ben_Moshe_Levi_Moelin	https://he.wikipedia.org/wiki/%D7%9E%D7%94%D7%A8%D7%99%22%D7%9C	http://www.jewishencyclopedia.com/articles/10935-molln-molin#2442	
268	Isaac ben Sheshet Perfet	Rivash	יצחק בר שֵׁשֶׁת	"ריב""ש"	1326.0	Barcelona, Spain	1407.0	Algiers	Rishonim	14th century Spanish Halakhic authority. Born in Barcelona (according to other accounts: Valencia), he was a prime disciple of Rabbeinu Nissim (Ran), and was imprisoned in Barcelona on false charges together with his teacher and several others. After they were acquitted, he left Barcelona and accepted a Rabbinic position in Saragossa. However the city was beset by strife, which prompted him to leave and settle in Valencia where he directed a Talmudic academy. The persecution of the Spanish Jews in 1391 forced him to flee to Algeria, where he was received with much honor.	"מגדולי הראשונים בהמאה ה-14. נולד בברצלונה (יש האומרים: ולנסיה), והיה תלמידו של רבינו ניסים (הר""ן). הוא נכלא בברצלונה באשמת שווא יחד עם רבו וכמה אחרים. לאחר שחרורו, הוא עזב את ברצלונה וקיבל משרה רבני בסרגוסה, אך נאלץ לעזוב העיר עקב סכסוכים פנימיים, ועבר להתיישב בוולנסיה שם הקים ישיבה. רדיפות היהודים בספרד ב -1391 אילצו אותו לברוח לאלג'יריה, שם קיבלו אותו בכבוד רב."		https://he.wikipedia.org/wiki/%D7%A8%D7%99%D7%91%22%D7%A9		
271	David Luria	Radal	דוד לוריא	"רד""ל"	1798.0	Bykhaw	1855.0		Achronim	 19th century Lithuanian rabbi, posek, kabbalist, commentator and linguist. Authored commentaries and annotations to the Mishna, Talmud, Midrash, and many other works.	מגדולי התורה במאה ה-19, חיבר פירושים והגהות לתלמוד בבלי והמדרש והרבה ספרים אחרים.		https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%93_%D7%9C%D7%95%D7%A8%D7%99%D7%90		
272	Yihya Qafih	"Ha-Yashish (""the Elder"")"	יחיא קאפח	הרב הישיש	1850.0		1931.0		Achronim	"Chief Rabbi of Sana'a, Yemen in the late nineteenth and early twentieth centuries, known for his work ""Milchamot Hashem"" which questions the authenticity and origin of the Zohar and Lurianic Kabbalah in general. He founded the 'Dor Deah' movement in Yemen, with the aim of combatting the influence of the Zohar and modern Kabbalah which were then pervasive in Yemenite Jewish life, and to restore what he believed to be a rational approach to Judaism rooted in authentic sources, including the Talmud, Saadia Gaon and especially Maimonides"	"מחכמי תימן בתחילת מאה ה-20, ידוע במלחמתו נגד ספר הזוהר והקבלה ולמען חזרתה של יהדות תימן לפסיקת ההלכה לפי הרמב""ם והרס""ג."	https://en.wikipedia.org/wiki/Yi%E1%B8%A5yah_Qafi%E1%B8%A5	https://he.wikipedia.org/wiki/%D7%99%D7%97%D7%99%D7%90_%D7%A7%D7%90%D7%A4%D7%97		
273	Chayim Mordechai Margaliyot		חיים מרדכי מרגליות		1780.0		1823.0	Dunaivtsi, Ukraine	Achronim	"18-19th century rabbi of Bestritzki and Dubno in Ukraine, author of ""Shaarei Teshuvah"", a commentary on Shulchan Arukh Orach Chaim."	"רב בערי ביסטריצקי ודובנו באוקראינה במאה ה19-18, מחבר של הפירוש הנודע לשולחן ערוך אורח חיים, ""שערי תשובה""."	https://en.wikipedia.org/wiki/Hayyim_Mordecai_Margolioth	https://he.wikipedia.org/wiki/%D7%97%D7%99%D7%99%D7%9D_%D7%9E%D7%A8%D7%93%D7%9B%D7%99_%D7%9E%D7%A8%D7%92%D7%9C%D7%99%D7%95%D7%AA	http://www.jewishencyclopedia.com/articles/10405-margolioth	
274	Isaac ben Joseph of Corbeil		יצחק בן יוסף מקורביל‎	ר' יצחק בעל החוטם	1210.0		1280.0		Rishonim	13th century Tosafist, son-in-law and pupil of R' Yechiel of Paris. Author of the famed Halakhic compendium, Sefer Mitzvot Katzar (SeMaK).	"מגדולי חכמי הראשונים ובעלי התוספות בצרפת במאה ה-13. למד אצל חותנו ר' יחיאל מפאריז, ונודע על שם חיבורו המפורסם ""ספר מצוות קטן"" (סמ""ק)."	https://en.wikipedia.org/wiki/Isaac_ben_Joseph_of_Corbeil	https://he.wikipedia.org/wiki/%D7%99%D7%A6%D7%97%D7%A7_%D7%9E%D7%A7%D7%95%D7%A8%D7%91%D7%99%D7%9C		
